lat,long,region
13.7998349,124.2589415,Region IV-B - MIMAROPA
13.6752,124.0969,Region V - Bicol Region
12.8505,123.9029,Region V - Bicol Region
12.8655,123.8805,Region V - Bicol Region
13.0835095,123.9957977,Region V - Bicol Region
10.0296,125.017,Region V - Bicol Region
10.0738,125.0228,Region V - Bicol Region
8.5544,123.365,Region VIII - Eastern Visayas
8.391,123.2096,Region VIII - Eastern Visayas
8.4139,123.1904,Region IX - Zamboanga Peninsula
8.2412,123.1444,Region IX - Zamboanga Peninsula
6.5697956,126.0946718,Region IX - Zamboanga Peninsula
7.8273,126.1332,Region IX - Zamboanga Peninsula
7.8127,126.1846,Region XI - Davao Region
16.6926,121.8819,Region XI - Davao Region
16.7103,121.8905,Region XI - Davao Region
16.426,121.1542,Region II - Cagayan Valley
14.1956,120.8628,Region II - Cagayan Valley
14.2028,121.1635,Region II - Cagayan Valley
13.8957,121.1058,Region IV-A - CALABARZON
13.8868,120.975,Region IV-A - CALABARZON
14.1091,120.9924,Region IV-A - CALABARZON
14.0873,120.9665,Region IV-A - CALABARZON
13.7681,121.1769,Region IV-A - CALABARZON
14.5733,121.6188,Region IV-A - CALABARZON
13.9948,121.835,Region IV-A - CALABARZON
14.192,121.7333,Region IV-A - CALABARZON
12.0499,120.1783,Region IV-A - CALABARZON
11.8889,120.0214,Region IV-A - CALABARZON
11.8884,119.9951,Region IV-B - MIMAROPA
11.8904,120.0211,Region IV-B - MIMAROPA
13.4752,121.9005,Region IV-B - MIMAROPA
13.824,123.7612,Region IV-B - MIMAROPA
13.7215,122.9813,Region IV-B - MIMAROPA
13.6659,123.4384,Region V - Bicol Region
13.7362,122.8481,Region V - Bicol Region
13.7795,122.8708,Region V - Bicol Region
13.771,123.7502,Region V - Bicol Region
13.7101,123.7428,Region V - Bicol Region
13.7313,123.6934,Region V - Bicol Region
12.8223,123.8452,Region V - Bicol Region
12.9223,123.6725,Region V - Bicol Region
13.7998,124.2589,Region V - Bicol Region
11.4728,122.3224,Region V - Bicol Region
11.5032,122.4563,Region V - Bicol Region
11.5516,122.2691,Region VI - Western Visayas
11.5516,122.2691,Region VI - Western Visayas
11.5322,122.2842,Region VI - Western Visayas
11.5344,122.2481,Region VI - Western Visayas
11.542,122.2847,Region VI - Western Visayas
11.4884,122.2696,Region VI - Western Visayas
11.5105,122.295,Region VI - Western Visayas
11.7652,122.2423,Region VI - Western Visayas
11.7925,122.2232,Region VI - Western Visayas
11.2642,122.0754,Region VI - Western Visayas
11.3945,122.1019,Region VI - Western Visayas
11.3961,122.0889,Region VI - Western Visayas
11.3771,122.0946,Region VI - Western Visayas
10.9068,122.0531,Region VI - Western Visayas
10.9015,122.0233,Region VI - Western Visayas
10.9044,122.0734,Region VI - Western Visayas
10.8256,122.0135,Region VI - Western Visayas
10.6587,122.0056,Region VI - Western Visayas
10.619,122.0215,Region VI - Western Visayas
10.4801,121.9545,Region VI - Western Visayas
10.5284,121.9815,Region VI - Western Visayas
10.5085,121.9322,Region VI - Western Visayas
10.5768,121.9663,Region VI - Western Visayas
10.4697,121.975,Region VI - Western Visayas
10.4948,121.925,Region VI - Western Visayas
10.503,121.9191,Region VI - Western Visayas
11.1904,122.0501,Region VI - Western Visayas
11.1931,122.0849,Region VI - Western Visayas
11.3794,122.5316,Region VI - Western Visayas
10.5528,122.6488,Region VI - Western Visayas
11.0918,122.4255,Region VI - Western Visayas
11.1171,122.4585,Region VI - Western Visayas
11.1353,122.3324,Region VI - Western Visayas
11.055,122.5144,Region VI - Western Visayas
11.0249,122.5395,Region VI - Western Visayas
11.0382,122.5313,Region VI - Western Visayas
11.0385,122.46,Region VI - Western Visayas
11.1181,122.4527,Region VI - Western Visayas
11.3541,123.1283,Region VI - Western Visayas
9.8123,122.4486,Region VI - Western Visayas
10.8643,122.9871,Region VI - Western Visayas
9.7425,122.4932,Region VI - Western Visayas
10.4301,123.7621,Region VI - Western Visayas
10.6329,123.9845,Region VI - Western Visayas
9.9309,125.2966,Region VII - Central Visayas
10.3617,125.2385,Region VII - Central Visayas
9.9253,125.0796,Region VIII - Eastern Visayas
10.1068,125.2161,Region VIII - Eastern Visayas
10.3819,124.9206,Region VIII - Eastern Visayas
10.177,124.8728,Region VIII - Eastern Visayas
10.2463,124.8773,Region VIII - Eastern Visayas
10.1986,124.8729,Region VIII - Eastern Visayas
10.0738,125.0228,Region VIII - Eastern Visayas
10.094,124.9983,Region VIII - Eastern Visayas
10.1206,124.9247,Region VIII - Eastern Visayas
12.2953,125.2864,Region VIII - Eastern Visayas
12.5731,125.1504,Region VIII - Eastern Visayas
10.9171,124.6951,Region VIII - Eastern Visayas
10.8844,124.7289,Region VIII - Eastern Visayas
10.8665,124.7248,Region VIII - Eastern Visayas
8.2629,123.0672,Region VIII - Eastern Visayas
8.2093,123.2108,Region VIII - Eastern Visayas
11.8824,122.0053,Region IX - Zamboanga Peninsula
11.37,122.8813,Region IX - Zamboanga Peninsula
11.3302,122.7119,Region VI - Western Visayas
11.4224,122.9728,Region VI - Western Visayas
11.4129,122.9871,Region VI - Western Visayas
11.4834,122.9913,Region VI - Western Visayas
11.4849,123.0639,Region VI - Western Visayas
11.4564,122.9545,Region VI - Western Visayas
11.4763,123.0207,Region VI - Western Visayas
11.3021,122.7252,Region VI - Western Visayas
11.2398,122.8371,Region VI - Western Visayas
11.2241,122.8,Region VI - Western Visayas
11.2617,122.7484,Region VI - Western Visayas
11.2893,122.6534,Region VI - Western Visayas
11.3516,122.6439,Region VI - Western Visayas
11.2923,122.5841,Region VI - Western Visayas
11.3533,122.6264,Region VI - Western Visayas
11.3955,122.5479,Region VI - Western Visayas
11.059,122.6982,Region VI - Western Visayas
11.1765,122.7498,Region VI - Western Visayas
11.1049,122.4161,Region VI - Western Visayas
11.1023,122.4353,Region VI - Western Visayas
11.0511,122.4773,Region VI - Western Visayas
11.0742,122.474,Region VI - Western Visayas
11.0707,122.4474,Region VI - Western Visayas
11.0574,122.4793,Region VI - Western Visayas
11.0764,122.4803,Region VI - Western Visayas
11.0461,122.4953,Region VI - Western Visayas
11.0942,122.4677,Region VI - Western Visayas
11.0407,122.4444,Region VI - Western Visayas
11.0838,122.4006,Region VI - Western Visayas
11.101,122.5294,Region VI - Western Visayas
11.0769,122.4352,Region VI - Western Visayas
10.7087,123.0696,Region VI - Western Visayas
10.6856,123.4943,Region VI - Western Visayas
11.1457,122.0845,Region VI - Western Visayas
11.1548,122.0934,Region VI - Western Visayas
11.1097,122.072,Region VI - Western Visayas
11.1732,122.0986,Region VI - Western Visayas
11.0099,122.0656,Region VI - Western Visayas
11.1955,122.0385,Region VI - Western Visayas
11.1904,122.0501,Region VI - Western Visayas
11.2006,122.0546,Region VI - Western Visayas
11.1841,122.0712,Region VI - Western Visayas
11.2075,122.0602,Region VI - Western Visayas
10.9044,122.0734,Region VI - Western Visayas
10.9106,122.015,Region VI - Western Visayas
10.9658,122.1211,Region VI - Western Visayas
11.013,122.1187,Region VI - Western Visayas
11.039,122.1415,Region VI - Western Visayas
11.0284,122.1352,Region VI - Western Visayas
10.7668,122.0705,Region VI - Western Visayas
10.7832,122.0721,Region VI - Western Visayas
11.3771,122.0946,Region VI - Western Visayas
7.5418,125.2141,Region VI - Western Visayas
10.0649,119.1983,Region VI - Western Visayas
10.0291,119.1234,Region X - Northern Mindanao
10.015,119.0718,Region IV-B - MIMAROPA
9.998,118.999,Region IV-B - MIMAROPA
9.986,118.967,Region IV-B - MIMAROPA
10.4876,125.1857,Region IV-B - MIMAROPA
8.7089,125.5906,Region IV-B - MIMAROPA
10.7463,122.0864,Region VIII - Eastern Visayas
10.7293,122.0634,Region XIII - Caraga
10.7093,122.0643,Region VI - Western Visayas
10.6053,122.0227,Region VI - Western Visayas
10.7466,121.9499,Region VI - Western Visayas
10.7495,121.935,Region VI - Western Visayas
14.8239,121.1589,Region VI - Western Visayas
15.596,121.4911,Region VI - Western Visayas
16.7061,121.1089,Region III - Central Luzon
10.7667,123.9833,Region III - Central Luzon
17.2961,121.1877,CAR - Cordillera Administrative Region
9.2774,122.8787,Undetermined Region
11.8006,125.3731,Undetermined Region
14.5894,121.07,Undetermined Region
11.2326,124.9577,Undetermined Region
8.9196,124.7837,Undetermined Region
7.257,126.1579,Undetermined Region
16.3071,121.9836,Undetermined Region
8.6251,125.9211,Undetermined Region
16.5669,120.839,Undetermined Region
7.0449,126.4497,Undetermined Region
10.47892965,125.0030939,Undetermined Region
7.4903,125.2586,Undetermined Region
17.4999,121.132,Undetermined Region
8.4359,124.5196,Undetermined Region
11.1345,124.9677,Undetermined Region
16.7515,120.7678,Undetermined Region
11.78,124.89,Undetermined Region
16.0161,120.9637,Undetermined Region
14.7333,121.6,Undetermined Region
10.1943788,123.564923,Undetermined Region
16.8358,121.0017,Undetermined Region
13.9176,122.1009,Undetermined Region
9.2171,126.1466,Undetermined Region
12.7894,123.8635,Undetermined Region
10.329,123.888,Undetermined Region
13.757,124.379,Undetermined Region
7.92237225,126.270676,Undetermined Region
10.442036,123.8760501,Undetermined Region
10.1833,123.6833,Undetermined Region
16.6085,120.6365,Undetermined Region
10.7004,124.9668,Undetermined Region
16.6962,120.6583,Undetermined Region
14.8333,120.2833,Undetermined Region
13.8217,120.9839,Undetermined Region
10.747,122.9672,Undetermined Region
16.4187,120.6868,Undetermined Region
17.487,120.4359,Undetermined Region
10.4039,124.9795,Undetermined Region
9.3881,122.7181,Undetermined Region
13.8758,124.3099,Undetermined Region
7.513007,125.917248,Undetermined Region
16.9433,120.9099,Undetermined Region
9.6811,118.5489,Undetermined Region
13.7084,123.2388,Undetermined Region
16.3603,120.6757,Undetermined Region
14.0995,121.0985,Undetermined Region
11.2535,124.9682,Undetermined Region
7.5842,125.8331,Undetermined Region
11.01601242,124.7102698,Undetermined Region
16.7437,120.8269,Undetermined Region
10.34,123.9275,Undetermined Region
7.7211,125.1335,Undetermined Region
10.4578,123.7756,Undetermined Region
14.8851,120.2329,Undetermined Region
14.6759,121.2397,Undetermined Region
14.5767,121.4432,Undetermined Region
6.3314,124.9485,Undetermined Region
16.3452,120.689,Undetermined Region
16.574445,120.732714,Undetermined Region
13.0536,121.4036,Undetermined Region
16.4512,120.5733,Undetermined Region
17.27,121.0536,Undetermined Region
17.4612,121.4255,Undetermined Region
10.41208679,123.8705795,Undetermined Region
11.7148,125.0704,Undetermined Region
7.0653,125.6072,Undetermined Region
16.3694,120.6059,Undetermined Region
8.6542,124.7556,Undetermined Region
10.316,123.8804,Undetermined Region
16.7449,120.8252,Undetermined Region
6.9452,122.1066,Undetermined Region
16.455,120.56,Undetermined Region
9.8011,124.2467,Undetermined Region
17.4541,121.2284,Undetermined Region
6.3879,124.7962,Undetermined Region
6.3344,124.946,Undetermined Region
10.3503,125.1094,Undetermined Region
13.707587,123.739073,Undetermined Region
11.551766,124.552765,Undetermined Region
11.7833,124.8834,Undetermined Region
8.361576284,124.4153091,Undetermined Region
9.667669077,124.2731644,Undetermined Region
17.3592,121.461,Undetermined Region
8.6068,124.8964,Undetermined Region
16.8694,121.1024,Undetermined Region
17.4147,121.1495,Undetermined Region
16.4003,120.5876,Undetermined Region
13.3481,123.5074,Undetermined Region
7.8383,123.2967,Undetermined Region
16.8237,120.687,Undetermined Region
16.9648,121.2184,Undetermined Region
16.426,120.5823,Undetermined Region
10.3094,125.0981,Undetermined Region
7.7344,125.0969,Undetermined Region
6.3333,124.95,Undetermined Region
7.0225,125.2242,Undetermined Region
14.6444,121.0335,Undetermined Region
6.05,124.9167,Undetermined Region
6.4737,125.0676,Undetermined Region
16.9945,120.8209,Undetermined Region
11.2411,124.996,Undetermined Region
16.3335,120.6166,Undetermined Region
17.2826,121.1666,Undetermined Region
13.3201,123.5841,Undetermined Region
11.7841,124.8761,Undetermined Region
10.379057,123.913048,Undetermined Region
15.2662,120.2051,Undetermined Region
15.728,121.5989,Undetermined Region
16.9623,121.2711,Undetermined Region
8.5091,123.2981,Undetermined Region
10.1,125.6,Undetermined Region
16.9645,120.8147,Undetermined Region
8.2101,126.2848,Undetermined Region
11.1088,125.0183,Undetermined Region
9.234,126.1696,Undetermined Region
6.1458,124.8955,Undetermined Region
7.82217276,126.1463682,Undetermined Region
9.1196,125.5339,Undetermined Region
17.58,120.7744,Undetermined Region
13.8801,124.3075,Undetermined Region
17.4458,121.4196,Undetermined Region
7.5833,125.8333,Undetermined Region
17.1246,121.3148,Undetermined Region
10.57,123.72,Undetermined Region
16.379,120.6,Undetermined Region
18.4149,121.0495,Undetermined Region
7.2075,122.2299,Undetermined Region
17.8171,121.3106,Undetermined Region
16.7667,120.7617,Undetermined Region
9.2829,123.2449,Undetermined Region
10.2714,123.8476,Undetermined Region
18.2,120.65,Undetermined Region
8.5367,124.7997,Undetermined Region
8.5055,125.7407,Undetermined Region
13.4567,123.6793,Undetermined Region
14.5703,121.1682,Undetermined Region
16.402,120.597,Undetermined Region
8.8604,124.7893,Undetermined Region
16.7693,120.8036,Undetermined Region
14.194,121.1481,Undetermined Region
17.4122,121.4166,Undetermined Region
16.316,120.7414,Undetermined Region
9.6389,124.0367,Undetermined Region
10.313,123.8946,Undetermined Region
8.44,126.34,Undetermined Region
8.5008,124.4309,Undetermined Region
16.40331346,120.589519,Undetermined Region
7.8474,126.0938,Undetermined Region
10.42315598,123.9151978,Undetermined Region
16.8431,121.1138,Undetermined Region
16.4992,120.566,Undetermined Region
16.4605,120.5765,Undetermined Region
16.7432,120.8269,Undetermined Region
10.715,122.2342,Undetermined Region
7.192857627,125.969436,Undetermined Region
8.4552,124.6318,Undetermined Region
11.10694035,124.6873744,Undetermined Region
17.5004,121.4292,Undetermined Region
14.8271,120.2685,Undetermined Region
10.42,123.91,Undetermined Region
7.6632,125.7011,Undetermined Region
7.578214838,125.8334627,Undetermined Region
7.674494083,125.8603905,Undetermined Region
7.1675,121.935,Undetermined Region
16.7132,120.9868,Undetermined Region
10.3336,123.8978,Undetermined Region
10.283626,123.821113,Undetermined Region
7.704271157,126.1419759,Undetermined Region
7.174586159,125.6063053,Undetermined Region
10.349849,123.878321,Undetermined Region
10.3479,123.881,Undetermined Region
13.64,123.2804,Undetermined Region
15.9949,121.6164,Undetermined Region
14.8435,120.2683,Undetermined Region
11.8154,122.0943,Undetermined Region
16.3671,120.6318,Undetermined Region
10.3494,123.9334,Undetermined Region
8.473637355,124.6312444,Undetermined Region
16.9332,120.4786,Undetermined Region
13.1614,123.3344,Undetermined Region
11.0391,124.6291,Undetermined Region
7.9015,123.7719,Undetermined Region
16.5364,120.8512,Undetermined Region
8.572,125.4908,Undetermined Region
16.4244,120.678,Undetermined Region
10.8167,122.4167,Undetermined Region
9.6941,125.5523,Undetermined Region
9.573,122.5833,Undetermined Region
18.5005,120.8417,Undetermined Region
10.43,123.9115,Undetermined Region
13.7769,124.2758,Undetermined Region
7.9007,123.7741,Undetermined Region
10.77,123.98,Undetermined Region
10.294,123.8131,Undetermined Region
16.427,120.587,Undetermined Region
6.9898,126.3173,Undetermined Region
14.0439,120.9031,Undetermined Region
16.3602,120.4935,Undetermined Region
17.3349,121.0364,Undetermined Region
6.503,124.7817,Undetermined Region
16.2867,120.5842,Undetermined Region
6.7916,125.1489,Undetermined Region
10.6593,125.0546,Undetermined Region
6.500821,124.843439,Undetermined Region
9.789939,125.485592,Undetermined Region
16.3666,120.6832,Undetermined Region
15.1718,120.7653,Undetermined Region
16.9643,120.8163,Undetermined Region
7.253,125.3015,Undetermined Region
13.1004,123.8421,Undetermined Region
13.3207,123.2658,Undetermined Region
10.2736,123.818,Undetermined Region
16.3597,120.5634,Undetermined Region
10.0692,125.6036,Undetermined Region
10.2976,123.8654,Undetermined Region
14.7559,121.2024,Undetermined Region
12.0311,124.9919,Undetermined Region
7.6195,125.6278,Undetermined Region
7.1916,126.1086,Undetermined Region
8.991165,124.891843,Undetermined Region
11.5515,125.0725,Undetermined Region
11.252,124.9599,Undetermined Region
10.3607,123.8842,Undetermined Region
10.03714,123.4795419,Undetermined Region
10.329022,123.876998,Undetermined Region
8.577,124.785,Undetermined Region
9.2038,123.596,Undetermined Region
12.75380833,123.9084224,Undetermined Region
11.7771,124.8872,Undetermined Region
11.7,125.0667,Undetermined Region
7.7299,125.0989,Undetermined Region
10.38,123.9,Undetermined Region
8.4814,123.2198,Undetermined Region
7.824426765,126.1489178,Undetermined Region
6.9894,122.1187,Undetermined Region
10.39,123.92,Undetermined Region
9.7244,125.4203,Undetermined Region
7.817297945,126.049799,Undetermined Region
10.3926,124.9845,Undetermined Region
8.4966,123.3034,Undetermined Region
14.8489,120.2652,Undetermined Region
9.6224,124.2986,Undetermined Region
10.4775,123.763,Undetermined Region
8.8152,124.8293,Undetermined Region
16.0769,121.7536,Undetermined Region
7.8354,125.3915,Undetermined Region
16.2852,120.5811,Undetermined Region
7.4943,122.3435,Undetermined Region
17.8101,120.9319,Undetermined Region
16.9817,121.7753,Undetermined Region
10.35176697,123.8780348,Undetermined Region
7.1426,125.4782,Undetermined Region
16.1509,120.4502,Undetermined Region
13.77195072,124.2689432,Undetermined Region
17.5632,121.218,Undetermined Region
7.2195,125.465,Undetermined Region
6.133,125.0245,Undetermined Region
18.0167,121.1831,Undetermined Region
13.7442,123.5378,Undetermined Region
10.3879,123.9179,Undetermined Region
16.2814,119.887,Undetermined Region
13.8383,124.2714,Undetermined Region
17.6,121.3667,Undetermined Region
8.3886,123.1689,Undetermined Region
14.0391,124.1621,Undetermined Region
10.3419,123.8842,Undetermined Region
18.4281,121.0642,Undetermined Region
14.601,120.9762,Undetermined Region
10.3026,123.9067,Undetermined Region
8.5419,124.763,Undetermined Region
10.4524,123.2617,Undetermined Region
16.8828,120.7802,Undetermined Region
7.8471,126.0509,Undetermined Region
10.5641,123.2547,Undetermined Region
16.3727,120.6074,Undetermined Region
10.0747,125.5672,Undetermined Region
13.0785,123.8347,Undetermined Region
16.3273,120.5753,Undetermined Region
11.5735,122.1001,Undetermined Region
16.5132,120.8246,Undetermined Region
16.976,120.9076,Undetermined Region
8.7031,124.7439,Undetermined Region
10.3351,123.8799,Undetermined Region
7.1733,124.2185,Undetermined Region
10.335,123.8725,Undetermined Region
16.7133,120.9878,Undetermined Region
14.5854,121.0709,Undetermined Region
10.57172733,125.1066087,Undetermined Region
10.310885,123.823355,Undetermined Region
7.794,126.1632,Undetermined Region
7.3667,125.85,Undetermined Region
16.0309,121.9912,Undetermined Region
10.3708,123.7619,Undetermined Region
12.282,124.6167,Undetermined Region
10.509,124.9789,Undetermined Region
6.769806329,125.1815517,Undetermined Region
6.2245,124.7128,Undetermined Region
6.4791,124.8142,Undetermined Region
10.3128,125.1159,Undetermined Region
15.954,120.9766,Undetermined Region
10.71,125.01,Undetermined Region
17.5541,121.2368,Undetermined Region
7.1904,124.5335,Undetermined Region
16.8336,121.1151,Undetermined Region
18.418,121.0613,Undetermined Region
11.2529,124.9736,Undetermined Region
9.543,125.4427,Undetermined Region
10.8388,123.495,Undetermined Region
9.3591,122.8211,Undetermined Region
18.5875,120.8221,Undetermined Region
13.5983,124.1003,Undetermined Region
10.0599,125.6266,Undetermined Region
16.4193,120.62,Undetermined Region
9.7534,122.4786,Undetermined Region
14.6833,120.5333,Undetermined Region
10.41107984,123.877217,Undetermined Region
10.3286,123.8896,Undetermined Region
10.3622,123.8639,Undetermined Region
16.9,120.4525,Undetermined Region
16.9959,121.3014,Undetermined Region
10.2451,123.8332,Undetermined Region
11.5375,122.3749,Undetermined Region
16.5505,120.8299,Undetermined Region
16.392,120.5996,Undetermined Region
10.3318,123.8866,Undetermined Region
10.48486923,125.0019461,Undetermined Region
12.1512,123.6452,Undetermined Region
14.0728,121.5082,Undetermined Region
10.7886,122.5363,Undetermined Region
6.2644,125.6678,Undetermined Region
17.265,121.2088,Undetermined Region
7.653,122.9479,Undetermined Region
14.836,120.2761,Undetermined Region
15.9841,120.2016,Undetermined Region
16.9413,120.9074,Undetermined Region
7.9978,122.8157,Undetermined Region
6.5368,124.5618,Undetermined Region
10.3456,123.8969,Undetermined Region
7.9436,125.2441,Undetermined Region
9.7177,124.3378,Undetermined Region
10.3504,123.8815,Undetermined Region
7.6333,125.0167,Undetermined Region
7.8675,123.3647,Undetermined Region
16.6066,120.6202,Undetermined Region
8.4406,124.7212,Undetermined Region
12.1969,124.5528,Undetermined Region
10.38,123.89,Undetermined Region
14.6533,121.6034,Undetermined Region
14.2138,121.0105,Undetermined Region
13.9716,121.9162,Undetermined Region
18.2216,121.0489,Undetermined Region
7.736255099,125.5214687,Undetermined Region
7.0611,121.9325,Undetermined Region
10.182,123.6703,Undetermined Region
10.2833,125.0667,Undetermined Region
16.39,120.66,Undetermined Region
17.5753,120.89,Undetermined Region
10.0884,124.981,Undetermined Region
16.7221,121.0046,Undetermined Region
7.36,122.1865,Undetermined Region
13.3125,123.7465,Undetermined Region
14.2245,122.7663,Undetermined Region
11.8895,119.939,Undetermined Region
16.4597,120.5809,Undetermined Region
9.8964,123.42,Undetermined Region
17.686,121.8726,Undetermined Region
13.1358,123.3608,Undetermined Region
12.394284,122.45898,Undetermined Region
12.34,122.56,Undetermined Region
16.6619,121.6386,Undetermined Region
10.5906,122.1394,Undetermined Region
10.3863054,124.980934,Undetermined Region
13.6042,123.52,Undetermined Region
8.0539,126.4037,Undetermined Region
6.3666,124.7333,Undetermined Region
10.3166,123.8452,Undetermined Region
9.3059,125.8571,Undetermined Region
16.4996,120.8329,Undetermined Region
10.3177097,123.8475216,Undetermined Region
9.5497,122.8812,Undetermined Region
8.7122,124.7653,Undetermined Region
11.811,125.1507,Undetermined Region
16.5702,120.5204,Undetermined Region
16.419,120.5832,Undetermined Region
10.3968,123.9075,Undetermined Region
16.4286,120.642,Undetermined Region
14.8977,120.2377,Undetermined Region
17.1686,121.048,Undetermined Region
8.0211,124.3133,Undetermined Region
10.1999,123.7215,Undetermined Region
10.342048,123.861028,Undetermined Region
14.1939,121.1481,Undetermined Region
7.6,125.9667,Undetermined Region
6.199382401,124.8566407,Undetermined Region
9.6514,124.3655,Undetermined Region
8.9458,125.5319,Undetermined Region
7.4166,126.0011,Undetermined Region
16.36626096,120.6312641,Undetermined Region
10.42450171,123.9428072,Undetermined Region
10.37,123.97,Undetermined Region
7.9216,125.1666,Undetermined Region
10.37,123.89,Undetermined Region
14.0598,121.2986,Undetermined Region
9.774184314,123.5297419,Undetermined Region
17.6424,121.3254,Undetermined Region
7.8177,126.0499,Undetermined Region
16.9379,120.9263,Undetermined Region
11.03424851,124.8442658,Undetermined Region
16.5127,120.6336,Undetermined Region
9.826,125.6095,Undetermined Region
7.704506691,126.142273,Undetermined Region
13.6048,123.5215,Undetermined Region
10.6235,123.8937,Undetermined Region
11.6064,121.6896,Undetermined Region
11.2462,124.9944,Undetermined Region
10.4792,124.9986,Undetermined Region
7.0804,125.6147,Undetermined Region
14.4315,120.4851,Undetermined Region
7.6483,125.6118,Undetermined Region
10.232,123.7294,Undetermined Region
16.8937,120.7783,Undetermined Region
7.8705,126.3235,Undetermined Region
8.1469,125.137,Undetermined Region
16.4564,120.5855,Undetermined Region
13.6862,124.264,Undetermined Region
10.3163,123.8529,Undetermined Region
11.1302,125.2603,Undetermined Region
6.8426,125.4137,Undetermined Region
8.504,126.1736,Undetermined Region
16.5713,120.7325,Undetermined Region
8.5138,123.3022,Undetermined Region
17.0869,120.9762,Undetermined Region
16.4016,120.5967,Undetermined Region
17.9209,121.2194,Undetermined Region
16.3798,120.6852,Undetermined Region
7.9756,122.3698,Undetermined Region
17.5396,120.9956,Undetermined Region
17.4012,121.3034,Undetermined Region
7.3521,126.1544,Undetermined Region
16.4244,120.678,Undetermined Region
6.9264,122.0239,Undetermined Region
10.6073,124.9705,Undetermined Region
10.3402,125.0778,Undetermined Region
10.2143,125.5872,Undetermined Region
14.6046311,121.1751292,Undetermined Region
16.9897,120.7538,Undetermined Region
17.108372,121.144802,Undetermined Region
10.3315,123.8789,Undetermined Region
12.8836,120.9877,Undetermined Region
10.395,123.9153,Undetermined Region
10.2754,123.8252,Undetermined Region
8.1484,123.8296,Undetermined Region
14.675,121.15,Undetermined Region
13.06945762,123.9615021,Undetermined Region
6.2793,124.7126,Undetermined Region
9.94928114,118.8014459,Undetermined Region
15.8228,121.4923,Undetermined Region
13.2959,123.4848,Undetermined Region
10.717,123.511,Undetermined Region
7.9046,123.7227,Undetermined Region
7.094308,125.60468,Undetermined Region
15.7833,121.4667,Undetermined Region
10.32,123.84,Undetermined Region
8.4966,123.3034,Undetermined Region
13.28549037,123.7297874,Undetermined Region
9.60397,124.273652,Undetermined Region
6.1188,124.8792,Undetermined Region
7.375,125.87,Undetermined Region
7.796861888,126.1657482,Undetermined Region
14.923,121.0246,Undetermined Region
13.6845,124.1177,Undetermined Region
6.3665,124.7338,Undetermined Region
9.29,123.226,Undetermined Region
16.4072,120.5829,Undetermined Region
16.4034,120.5962,Undetermined Region
6.9374,125.4141,Undetermined Region
7.2549,126.1557,Undetermined Region
7.718,126.0436,Undetermined Region
8.9626,124.8514,Undetermined Region
16.7667,120.7617,Undetermined Region
10.3281,123.8538,Undetermined Region
9.6515,124.3656,Undetermined Region
14.4544,121.1982,Undetermined Region
8.647001607,124.7749346,Undetermined Region
16.4946,120.6524,Undetermined Region
16.95,122.03,Undetermined Region
16.95,121.045,Undetermined Region
8.4984,123.3032,Undetermined Region
7.6805,125.2236,Undetermined Region
10.6468,122.2416,Undetermined Region
7.9035,125.3449,Undetermined Region
7.743877992,125.669611,Undetermined Region
16.2882,120.5875,Undetermined Region
13.8193,124.1754,Undetermined Region
16.4185,120.6003,Undetermined Region
14.545,121.56,Undetermined Region
9.7548,123.3459,Undetermined Region
16.6623,120.6663,Undetermined Region
15.8716,120.5739,Undetermined Region
14.5902,121.168,Undetermined Region
10.3156,123.8955,Undetermined Region
16.6604,120.9317,Undetermined Region
16.9761,120.5281,Undetermined Region
18.012,121.171,Undetermined Region
10.2833,123.8667,Undetermined Region
16.5857,120.4201,Undetermined Region
6.4111,124.8338,Undetermined Region
16.9729,120.6294,Undetermined Region
13.0902,123.6273,Undetermined Region
7.192836513,125.9690316,Undetermined Region
7.8998,123.7741,Undetermined Region
10.2443,123.8332,Undetermined Region
16.292,120.5941,Undetermined Region
16.7259,120.665,Undetermined Region
13.19074294,123.6180333,Undetermined Region
10.6575,124.9658,Undetermined Region
6.4564,124.8763,Undetermined Region
10.3861,124.98,Undetermined Region
9.309786719,123.2109112,Undetermined Region
10.2825,125.5768,Undetermined Region
7.604043152,125.8670267,Undetermined Region
17.079,120.9925,Undetermined Region
14.5958,120.9772,Undetermined Region
14.65,121.0475,Undetermined Region
6.9042,122.0761,Undetermined Region
7.07,125.6,Undetermined Region
14.65,120.97,Undetermined Region
18,121.8,Undetermined Region
10.32,123.75,Undetermined Region
12.27,123.58,Undetermined Region
14.5842,121.1763,Undetermined Region
14.52,121.05,Undetermined Region
14.5605,121.0765,Undetermined Region
8.48,124.65,Undetermined Region
14.7,120.98,Undetermined Region
14.33,120.94,Undetermined Region
6.12,125.17,Undetermined Region
14.5008,120.9915,Undetermined Region
14.4624,120.9645,Undetermined Region
14.617,120.967,Undetermined Region
14.8139,121.0453,Undetermined Region
14.5567,121.0214,Undetermined Region
14.45,120.98,Undetermined Region
10.6765,122.9509,Undetermined Region
10.72,122.57,Undetermined Region
14.38,121.05,Undetermined Region
14.22,121.17,Undetermined Region
10.3127,123.9488,Undetermined Region
14.4297,120.9367,Undetermined Region
15.1472,120.5847,Undetermined Region
14.65,121.1,Undetermined Region
14.38,120.88,Undetermined Region
14.72,121.12,Undetermined Region
14.5439,120.995,Undetermined Region
14.58,121.03,Undetermined Region
14.32,121.12,Undetermined Region
14.33,121.08,Undetermined Region
14.6031,121.0022,Undetermined Region
